ZIPCODE,NAICS2012_11,NAICS2012_71,NAICS2012_61,NAICS2012_52,NAICS2012_62,NAICS2012_51,NAICS2012_21,NAICS2012_54,LAT,LON,STATE,ESTMTD_POP_2015
95987,3,1,0,4,7,0,0,3,39.11,-122.27,CA,7540
95988,4,5,2,16,17,1,0,14,39.5,-122.28,CA,8030
95991,5,11,10,65,152,8,0,67,39.05,-121.61,CA,36780
95992,0,1,1,0,3,0,1,2,39.02,-121.61,CA,2201
95993,7,4,5,38,75,7,2,45,39.05,-121.73,CA,33670
96001,4,12,10,60,283,13,3,146,40.6,-122.46,CA,26710
96002,6,11,16,89,171,11,0,84,40.52,-122.32,CA,27380
96003,3,17,9,43,102,19,0,47,40.68,-122.25,CA,35390
96006,1,0,0,0,0,0,0,0,41.15,-120.89,CA,400
96007,3,6,4,19,26,8,0,18,40.44,-122.35,CA,18210
96008,1,0,0,1,1,0,0,0,40.7,-122.09,CA,1460
96009,1,0,0,1,3,0,0,0,41.06,-121.11,CA,476
96010,0,1,0,0,0,0,0,0,40.81,-123.25,CA,142
96013,4,2,0,3,13,5,1,5,40.94,-121.74,CA,3360
96014,0,0,0,1,0,0,1,1,41.36,-122.77,CA,163
96015,0,0,0,0,2,0,0,0,41.44,-120.94,CA,260
96016,0,0,0,0,0,0,0,1,40.92,-121.57,CA,300
96019,1,3,2,2,14,0,0,2,40.68,-122.37,CA,7690
96020,0,4,1,4,10,2,0,8,40.27,-121.24,CA,2190
96021,3,2,1,11,25,4,1,10,39.92,-122.28,CA,14050
96022,3,0,0,3,9,1,0,16,40.33,-122.45,CA,13720
96023,0,0,0,1,5,1,0,0,41.89,-121.74,CA,1030
96024,0,0,0,0,0,0,0,2,40.58,-122.86,CA,580
96025,0,0,1,1,2,0,0,3,41.19,-122.26,CA,1640
96027,5,0,0,2,0,2,0,1,41.41,-123.02,CA,1680
96028,1,3,0,4,6,1,0,2,41.01,-121.47,CA,1200
96031,0,0,1,0,0,0,0,0,41.19,-123.2,CA,70
96032,4,0,0,3,3,1,0,3,41.59,-122.96,CA,1880
96033,1,0,0,0,0,0,1,0,40.73,-122.6,CA,290
96034,0,0,0,0,0,0,0,1,41.43,-122.61,CA,210
96035,1,0,0,0,0,0,0,1,40.03,-122.17,CA,2600
96037,0,0,0,1,1,0,0,1,41.54,-122.93,CA,374
96038,0,0,0,0,2,0,1,1,41.6,-122.54,CA,560
96039,1,1,0,1,2,0,1,1,41.78,-123.47,CA,780
96040,0,0,0,0,0,0,0,1,40.8,-121.46,CA,220
96041,0,2,1,1,4,0,0,1,40.5,-123.19,CA,1360
96044,1,0,0,0,0,0,0,1,41.91,-122.49,CA,700
96046,0,0,0,0,0,0,0,4,40.6,-123.4,CA,142
96048,0,0,0,0,0,1,0,2,40.87,-123.1,CA,450
96049,1,1,1,1,1,0,0,2,41.76,-123.33,CA,2731
96051,0,3,0,0,1,0,0,1,40.88,-122.38,CA,800
96052,0,0,0,0,1,0,0,0,40.78,-122.84,CA,830
96055,1,0,0,1,5,0,0,3,40.05,-122.07,CA,3120
96056,3,1,1,0,3,0,0,3,41.1,-121.34,CA,1420
96057,3,2,0,0,3,0,0,1,41.26,-122.1,CA,850
96058,0,0,0,0,0,1,0,0,41.74,-121.89,CA,640
96062,0,0,0,1,1,0,0,1,40.56,-122.07,CA,1000
96064,5,0,0,0,0,2,1,7,41.76,-122.39,CA,3270
96067,4,7,4,15,44,6,0,31,41.31,-122.32,CA,6360
96068,1,0,0,0,0,0,0,0,41.12,-121.21,CA,65
96069,0,0,0,0,0,0,0,1,40.69,-122.02,CA,680
96073,1,2,1,5,12,4,0,9,40.6,-122.19,CA,4390
96074,1,0,0,0,0,0,0,0,39.88,-122.58,CA,146
96080,6,12,4,37,104,7,0,38,40.13,-122.43,CA,24130
96084,0,0,0,0,1,0,0,0,40.92,-122.02,CA,454
96086,1,0,0,0,0,0,0,0,41.86,-123.22,CA,180
96087,0,0,1,0,0,0,0,1,40.62,-122.5,CA,1044
96088,2,1,1,0,1,1,0,3,40.5,-121.8,CA,3480
96091,0,1,0,1,1,0,0,0,41.05,-122.78,CA,440
96092,3,0,0,0,0,0,0,0,39.97,-122.02,CA,500
96093,1,2,0,8,17,3,0,13,40.74,-122.93,CA,3993
96094,6,3,4,4,12,1,0,8,41.51,-122.36,CA,5070
96095,0,1,0,0,0,0,0,0,40.7,-122.6,CA,0
96096,0,1,0,0,0,0,0,0,40.63,-121.87,CA,600
96097,7,7,0,23,38,4,0,30,41.75,-122.67,CA,8330
96099,0,0,1,1,2,2,0,1,40.64,-122.5,CA,2473
96101,1,2,1,7,12,2,0,13,41.43,-120.53,CA,3960
96103,1,3,1,1,1,0,0,5,39.78,-120.65,CA,1260
96104,0,0,0,0,1,0,0,0,41.48,-120.14,CA,600
96105,0,0,0,0,0,0,0,2,39.75,-120.06,CA,350
96106,0,2,0,0,0,0,0,0,39.72,-120.57,CA,437
96107,0,0,0,0,2,0,0,0,38.47,-119.48,CA,880
96109,0,1,1,0,0,0,0,0,39.94,-120.06,CA,660
96113,0,0,0,0,1,0,0,6,40.14,-120.16,CA,916
96114,3,0,0,0,4,1,0,2,40.28,-120.5,CA,2550
96116,0,0,0,0,1,0,1,0,41.29,-120.44,CA,165
96117,0,0,0,0,0,0,1,0,40.51,-120.31,CA,310
96118,0,0,0,0,8,0,0,1,39.63,-120.21,CA,1200
96120,0,0,0,1,2,1,0,2,38.73,-119.84,CA,680
96122,0,3,4,3,10,5,0,2,39.79,-120.46,CA,3220
96125,0,1,0,0,0,0,0,1,39.6,-120.65,CA,200
96126,1,0,0,0,0,0,0,0,39.57,-120.34,CA,296
96129,0,0,0,0,0,0,0,1,39.82,-120.37,CA,180
96130,4,5,4,23,47,7,0,15,40.57,-120.61,CA,12250
96132,0,1,0,0,0,0,0,0,40.94,-120.64,CA,25
96134,1,1,0,2,2,1,1,0,41.8,-121.46,CA,2060
96137,3,2,2,1,4,0,1,2,40.26,-121.02,CA,2270
96140,0,2,1,0,1,0,0,7,39.23,-120.1,CA,1108
96141,0,3,1,0,0,0,0,1,39.08,-120.18,CA,598
96142,0,0,0,1,0,0,0,3,39.02,-120.14,CA,612
96143,0,2,1,3,8,0,0,9,39.25,-120.02,CA,3229
96145,1,8,5,11,11,3,0,32,39.18,-120.14,CA,4235
96146,1,3,1,0,3,2,0,8,39.19,-120.22,CA,1090
96148,0,1,1,0,0,2,0,4,39.24,-120.05,CA,648
96150,1,20,10,28,96,11,0,66,38.84,-120.01,CA,13220
96151,0,1,0,1,3,1,0,1,38.94,-119.97,CA,5807
96152,0,0,0,0,1,0,0,0,38.94,-119.97,CA,587
96155,0,0,0,3,1,0,0,0,38.78,-120.07,CA,934
96156,0,1,0,0,0,0,0,0,38.94,-119.97,CA,3718
96158,0,2,0,0,1,0,0,0,38.92,-119.96,CA,3548
96160,0,3,0,1,7,0,0,2,39.32,-120.18,CA,4671
96161,1,22,18,24,63,9,2,104,39.33,-120.24,CA,10690
96162,0,1,1,0,0,0,0,1,39.3,-120.31,CA,3107
96701,0,13,16,33,177,12,0,76,21.38,-157.92,HI,38430
96703,0,1,2,0,1,0,0,2,22.14,-159.31,HI,1680
96704,0,2,1,1,6,0,1,4,19.5,-155.9,HI,4230
96705,0,0,0,2,2,0,1,0,21.91,-159.58,HI,2075
96706,0,4,1,11,68,5,0,21,21.31,-158.01,HI,66720
96707,0,17,12,34,58,14,3,45,21.34,-158.08,HI,40730
96708,0,13,4,2,7,4,0,23,20.91,-156.32,HI,7020
96709,0,0,0,1,0,0,0,0,21.34,-158.08,HI,641
96710,0,1,0,0,0,0,0,0,19.89,-155.12,HI,317
96712,0,7,3,6,16,8,0,10,21.59,-158.1,HI,6340
96713,0,3,2,1,5,1,0,0,20.77,-155.99,HI,1670
96714,0,2,4,2,6,0,0,4,22.2,-159.5,HI,1777
96716,0,3,0,3,5,1,0,2,21.91,-159.59,HI,2034
96717,0,0,0,0,5,0,0,3,21.59,-157.92,HI,4240
96718,0,1,0,0,0,0,0,0,19.43,-155.26,HI,287
96719,0,0,0,0,1,0,0,1,20.24,-155.83,HI,1240
96720,0,11,16,74,231,16,0,101,19.69,-155.08,HI,42660
96721,0,0,0,0,0,0,0,2,19.69,-155.08,HI,3058
96722,1,9,1,2,4,3,0,7,22.22,-159.48,HI,1870
96725,0,1,3,0,4,0,0,4,19.63,-155.92,HI,2870
96726,0,1,0,0,0,0,0,0,19.42,-155.91,HI,1229
96727,1,3,0,6,4,1,0,3,20.07,-155.46,HI,4500
96728,0,1,0,0,0,0,0,0,19.87,-155.11,HI,566
96729,0,0,0,2,3,0,0,1,21.17,-157.07,HI,857
96730,0,0,0,0,0,0,0,2,21.55,-157.85,HI,1400
96731,0,2,2,2,12,0,0,2,21.68,-157.94,HI,2970
96732,0,12,12,48,80,16,0,53,20.87,-156.45,HI,22390
96733,0,0,0,0,2,0,0,0,20.87,-156.45,HI,4053
96734,1,15,16,44,146,7,1,102,21.4,-157.73,HI,45960
96737,0,0,0,0,0,0,0,1,19.1,-155.76,HI,1261
96738,1,4,0,1,10,0,0,10,19.93,-155.79,HI,6410
96739,0,2,0,1,2,0,0,0,19.56,-155.96,HI,1328
96740,4,20,13,49,86,29,0,102,19.63,-155.99,HI,25230
96741,0,4,1,1,11,0,0,10,21.92,-159.52,HI,4670
96743,2,17,8,16,50,7,0,50,20.04,-155.7,HI,11580
96744,0,16,16,27,129,14,0,73,21.41,-157.79,HI,51750
96745,0,0,1,1,2,0,0,1,19.63,-155.99,HI,7005
96746,0,11,3,12,30,4,0,26,22.09,-159.35,HI,15920
96748,0,2,1,5,20,1,0,2,21.08,-157.01,HI,4210
96749,1,1,3,7,10,1,0,12,19.61,-155.04,HI,13250
96750,0,3,1,6,41,1,0,6,19.54,-155.88,HI,5360
96752,1,1,2,1,1,0,0,11,21.97,-159.71,HI,2689
96753,0,26,15,30,48,11,0,82,20.76,-156.45,HI,22450
96754,0,2,3,0,11,2,0,18,22.21,-159.41,HI,3370
96755,0,1,0,2,4,0,0,2,20.23,-155.81,HI,3367
96756,0,7,3,2,6,0,0,9,21.9,-159.46,HI,4790
96757,0,1,0,0,2,0,0,0,21.15,-156.97,HI,576
96759,0,0,1,0,0,0,0,2,21.46,-158.06,HI,579
96760,0,0,0,1,1,0,0,1,19.58,-155.07,HI,2710
96761,1,33,7,18,38,8,0,43,20.9,-156.61,HI,20000
96762,0,2,1,1,4,2,0,3,21.64,-157.92,HI,4900
96763,0,0,1,3,9,2,0,3,20.83,-156.92,HI,2965
96764,0,0,1,0,0,0,0,0,19.97,-155.24,HI,768
96765,0,0,0,0,0,0,0,3,21.92,-159.5,HI,2202
96766,0,15,8,38,95,14,1,53,21.97,-159.35,HI,15760
96767,0,1,1,1,0,0,0,0,20.89,-156.67,HI,1523
96768,0,12,13,9,30,4,0,35,20.85,-156.32,HI,14600
96769,0,0,1,0,0,0,0,1,21.94,-159.66,HI,620
96770,0,0,1,0,0,1,0,0,21.13,-157.21,HI,379
96771,0,0,0,0,2,0,0,2,19.52,-155.14,HI,3280
96772,0,0,1,1,8,1,0,2,19.07,-155.57,HI,1799
96776,0,0,0,0,1,0,0,3,20.04,-155.37,HI,982
96777,0,1,0,1,1,0,0,0,19.2,-155.48,HI,1281
96778,0,1,4,3,11,0,0,3,19.49,-154.94,HI,9480
96779,0,5,2,1,4,0,0,15,20.91,-156.37,HI,3310
96780,0,0,0,1,1,1,0,0,19.97,-155.22,HI,445
96781,0,1,0,1,1,0,0,0,19.79,-155.09,HI,1520
96782,0,3,4,23,50,8,0,26,21.4,-157.96,HI,34470
96783,0,0,0,1,0,0,0,2,19.83,-155.1,HI,1890
96784,0,1,0,0,3,0,0,0,20.86,-156.45,HI,1454
96785,0,0,1,0,2,0,0,4,19.49,-155.23,HI,1397
96786,0,1,8,15,38,2,0,28,21.5,-158.02,HI,42090
96788,0,0,0,3,0,0,0,1,20.83,-156.34,HI,1324
96789,0,4,8,31,36,11,0,38,21.45,-158.01,HI,53420
96790,1,9,2,1,13,3,0,28,20.72,-156.34,HI,6970
96791,0,1,2,2,3,1,0,5,21.57,-158.12,HI,6940
96792,0,6,1,10,55,5,1,20,21.44,-158.18,HI,44970
96793,0,10,8,25,145,12,0,125,20.88,-156.5,HI,28290
96795,3,3,0,0,12,2,0,9,21.34,-157.72,HI,9410
96796,0,1,0,3,11,0,0,4,21.95,-159.67,HI,2000
96797,0,5,12,41,124,9,0,48,21.39,-158.01,HI,71650
96801,0,0,0,0,2,1,0,1,21.3,-157.85,HI,158
96802,0,1,0,0,0,0,0,0,21.3,-157.85,HI,657
96808,0,0,0,0,1,0,0,1,21.3,-157.85,HI,235
96810,0,0,0,0,1,0,0,3,21.3,-157.85,HI,209
96811,0,0,0,0,1,0,0,0,21.3,-157.85,HI,156
96812,0,0,0,0,0,0,0,2,21.3,-157.85,HI,435
96813,0,22,39,303,370,81,0,788,21.32,-157.85,HI,21220
96814,3,23,43,146,389,30,0,263,21.3,-157.85,HI,17700
96815,0,23,23,24,33,19,0,85,21.27,-157.82,HI,23440
96816,0,23,38,55,146,15,0,112,21.29,-157.79,HI,44080
96817,10,13,31,63,301,30,0,140,21.36,-157.82,HI,50520
96818,0,6,8,18,36,5,0,33,21.34,-157.94,HI,52130
96819,2,5,17,44,94,26,0,101,21.35,-157.88,HI,47060
96820,0,1,0,2,0,0,0,0,21.3,-157.85,HI,2146
96821,0,3,8,11,52,3,0,41,21.31,-157.75,HI,17550
96822,0,11,20,20,55,4,0,56,21.32,-157.81,HI,34870
96823,0,0,0,0,1,0,0,2,21.3,-157.85,HI,1735
96824,0,0,0,0,0,0,0,1,21.3,-157.85,HI,493
96825,1,14,5,26,32,9,0,60,21.29,-157.69,HI,28460
96826,0,7,17,22,115,10,0,85,21.29,-157.83,HI,24580
96828,0,0,1,0,1,0,0,2,21.3,-157.85,HI,897
96830,0,0,0,0,1,1,0,1,21.3,-157.85,HI,1947
96837,0,1,0,0,0,1,0,2,21.3,-157.85,HI,678
96839,0,0,0,0,2,2,0,0,21.3,-157.85,HI,828
96843,0,0,0,0,0,0,0,1,21.3,-157.85,HI,0
96846,0,0,0,1,0,0,0,0,21.3,-157.85,HI,0
96850,0,0,0,1,1,0,0,1,21.3,-157.86,HI,25
96853,0,0,2,0,1,0,0,20,21.33,-157.94,HI,1235
96854,0,0,0,0,0,0,0,6,21.48,-158.03,HI,262
96857,0,0,2,1,3,0,0,16,21.49,-158.05,HI,2247
96858,0,0,0,2,0,0,0,17,21.35,-157.87,HI,164
96859,0,0,0,1,2,0,0,4,21.36,-157.89,HI,203
96860,0,0,0,0,3,1,0,41,21.36,-157.94,HI,1483
96861,0,0,0,1,0,0,0,20,21.39,-157.9,HI,169
96863,0,0,2,0,0,0,0,13,21.45,-157.76,HI,3297
97001,1,0,0,0,1,0,0,2,44.95,-120.65,OR,174
97002,3,5,0,2,6,3,2,11,45.23,-122.8,OR,5420
97004,3,1,0,0,3,4,0,14,45.25,-122.46,OR,4270
97005,3,33,26,76,175,40,0,191,45.49,-122.8,OR,23590
97006,2,18,23,88,184,43,0,177,45.52,-122.85,OR,40020
97007,4,16,15,34,104,9,0,120,45.44,-122.88,OR,45190
97008,0,6,16,62,71,32,1,130,45.45,-122.79,OR,27520
97009,1,4,1,2,6,4,0,18,45.42,-122.37,OR,8140
97011,0,0,0,0,0,0,0,1,45.39,-122.03,OR,760
97013,2,9,5,33,54,7,2,45,45.21,-122.66,OR,22350
97014,3,1,0,0,1,1,0,1,45.58,-122.02,OR,1080
97015,2,8,14,78,141,11,1,85,45.41,-122.54,OR,22150
97016,7,0,0,5,14,1,0,4,46.06,-123.27,OR,5150
97017,1,0,0,0,0,2,0,2,45.17,-122.4,OR,2740
97018,0,2,0,1,2,0,0,3,45.89,-122.81,OR,1900
97019,1,2,1,1,3,1,0,6,45.51,-122.21,OR,3140
97020,1,0,0,0,0,1,0,0,45.22,-122.83,OR,1010
97021,1,1,0,0,0,1,0,1,45.4,-121.16,OR,1040
97022,2,4,0,0,1,0,1,3,45.34,-122.29,OR,3260
97023,1,5,1,4,14,3,1,18,45.2,-122.06,OR,9320
97024,0,1,3,5,10,4,0,17,45.54,-122.44,OR,10840
97026,0,1,0,0,2,1,0,0,45.11,-122.94,OR,3870
97027,0,6,1,20,27,1,0,27,45.38,-122.59,OR,11080
97028,0,3,3,0,0,1,0,0,45.27,-121.71,OR,180
97029,0,1,0,0,0,0,0,0,45.28,-120.73,OR,210
97030,0,15,20,72,228,20,1,59,45.5,-122.43,OR,34510
97031,7,19,13,33,117,22,1,118,45.61,-121.58,OR,18380
97032,3,1,0,1,2,0,0,5,45.18,-122.79,OR,5100
97034,2,22,9,59,82,11,0,126,45.4,-122.68,OR,19710
97035,2,17,17,239,164,22,1,279,45.41,-122.72,OR,24030
97036,0,0,4,0,1,0,0,1,45.39,-122.64,OR,152
97037,1,3,0,1,2,1,0,1,45.04,-121.15,OR,680
97038,18,5,5,13,33,3,3,17,45.07,-122.55,OR,14200
97039,0,1,0,2,2,0,0,1,45.41,-120.79,OR,440
97040,0,1,2,1,0,0,0,2,45.6,-121.37,OR,1210
97041,4,2,2,0,6,1,0,3,45.43,-121.63,OR,3260
97042,1,1,1,1,1,1,0,8,45.2,-122.54,OR,2740
97044,0,0,0,0,1,0,0,1,45.62,-121.54,OR,1171
97045,8,20,19,53,170,17,0,147,45.32,-122.52,OR,50750
97048,10,0,1,4,9,0,1,9,46.04,-122.98,OR,5450
97049,1,0,0,0,0,0,0,1,45.36,-121.85,OR,1240
97051,4,4,4,19,58,5,2,23,45.88,-122.92,OR,14460
97053,1,1,3,0,2,0,0,6,45.81,-122.88,OR,2910
97054,0,1,0,1,1,0,2,3,45.94,-122.92,OR,1100
97055,4,7,2,13,31,4,2,24,45.38,-122.23,OR,17390
97056,0,7,4,12,16,3,1,22,45.8,-122.97,OR,11220
97058,2,6,7,37,81,16,1,38,45.54,-121.15,OR,18370
97060,0,2,4,16,39,3,1,29,45.52,-122.35,OR,19780
97062,0,8,10,47,147,19,0,109,45.36,-122.75,OR,28230
97063,2,0,0,1,0,0,0,1,45.22,-121.26,OR,930
97064,5,0,0,2,7,1,0,2,45.88,-123.23,OR,3060
97065,1,0,0,1,2,0,0,0,45.59,-120.63,OR,580
97067,0,1,1,1,4,2,0,4,45.3,-121.95,OR,2030
97068,0,17,14,69,109,14,0,138,45.34,-122.66,OR,28220
97070,6,11,15,44,75,10,0,93,45.3,-122.78,OR,22570
97071,6,9,3,33,58,7,0,25,45.13,-122.82,OR,29080
97075,0,0,0,6,2,1,0,0,45.49,-122.8,OR,1118
97077,0,1,0,0,0,0,0,0,45.49,-122.8,OR,0
97078,0,0,2,2,11,0,0,2,45.48,-122.8,OR,21980
97080,1,5,9,11,80,11,0,42,45.47,-122.37,OR,38970
97086,1,7,11,32,54,9,0,45,45.44,-122.52,OR,27490
97089,3,2,1,6,13,2,0,29,45.42,-122.45,OR,12050
97101,5,0,2,2,5,1,0,5,45.1,-123.23,OR,3590
97102,0,0,1,0,0,0,0,2,45.8,-123.96,OR,116
97103,21,10,2,19,74,8,0,36,46.12,-123.67,OR,14780
97106,9,4,1,3,1,0,0,5,45.66,-123.15,OR,4660
97107,1,0,0,0,1,0,0,3,45.55,-123.88,OR,1340
97108,1,0,0,0,0,0,0,0,45.27,-123.71,OR,390
97109,2,0,1,0,0,0,0,1,45.73,-123.19,OR,470
97110,0,5,3,3,3,2,0,5,45.9,-123.96,OR,1537
97111,5,0,0,1,6,0,0,6,45.29,-123.22,OR,3220
97112,2,0,0,2,2,0,0,2,45.22,-123.92,OR,1590
97113,1,5,2,9,30,3,1,11,45.52,-123.04,OR,14720
97114,2,0,1,2,2,1,1,4,45.19,-123.07,OR,4720
97115,0,0,0,2,4,0,1,7,45.26,-123.02,OR,4150
97116,4,10,9,24,67,5,0,32,45.55,-123.15,OR,23400
97117,4,0,0,0,0,0,0,1,45.61,-123.27,OR,520
97118,2,3,0,1,0,0,0,1,45.56,-123.9,OR,809
97119,1,1,2,0,1,1,0,5,45.47,-123.2,OR,4210
97121,2,0,0,0,1,0,0,0,46.17,-123.97,OR,1170
97123,3,14,21,49,190,9,0,65,45.44,-122.96,OR,45490
97124,1,18,20,65,139,43,0,176,45.58,-122.91,OR,47150
97127,0,0,0,0,3,0,0,4,45.24,-123.11,OR,3940
97128,13,10,9,49,159,15,1,90,45.19,-123.24,OR,33460
97130,0,2,0,3,1,0,0,5,45.7,-123.93,OR,849
97131,1,0,0,0,0,2,0,5,45.7,-123.86,OR,1920
97132,11,5,15,33,104,14,0,77,45.32,-122.98,OR,26410
97133,4,2,0,1,8,2,0,1,45.67,-123.02,OR,4420
97134,0,0,0,0,0,0,0,2,45.45,-123.96,OR,214
97135,0,0,0,1,2,0,0,0,45.19,-123.96,OR,945
97136,1,3,0,2,2,0,0,0,45.62,-123.91,OR,1470
97137,0,2,0,1,1,1,0,1,45.2,-122.96,OR,1570
97138,12,9,1,13,38,8,1,26,45.85,-123.57,OR,8880
97140,5,8,13,33,62,8,2,85,45.35,-122.86,OR,24240
97141,17,6,2,17,39,6,0,19,45.46,-123.71,OR,11640
97143,0,0,0,0,1,0,0,0,45.43,-123.94,OR,234
97145,0,0,0,0,0,0,0,1,45.86,-123.96,OR,202
97146,8,3,2,5,23,2,1,12,46.12,-123.91,OR,5910
97147,0,0,0,0,5,0,0,0,45.69,-123.88,OR,326
97148,6,0,1,3,1,0,0,3,45.36,-123.24,OR,3140
97149,0,0,1,1,0,0,0,4,45.1,-123.93,OR,430
97201,0,15,16,110,64,30,0,250,45.51,-122.69,OR,11240
97202,0,37,28,36,129,23,0,176,45.47,-122.64,OR,34390
97203,0,4,8,10,38,10,1,48,45.6,-122.74,OR,26000
97204,3,16,10,140,44,56,0,521,45.52,-122.67,OR,770
97205,0,26,18,78,138,52,0,302,45.52,-122.71,OR,5010
97206,0,14,15,15,115,19,0,92,45.48,-122.6,OR,43140
97207,0,1,2,2,1,0,0,1,45.52,-122.68,OR,1152
97208,1,0,1,4,4,1,0,7,45.53,-122.68,OR,1535
97209,4,46,37,64,120,51,0,322,45.53,-122.68,OR,12330
97210,1,16,9,34,183,28,0,92,45.55,-122.73,OR,10330
97211,0,33,9,15,91,22,0,103,45.57,-122.62,OR,28530
97212,1,11,18,26,111,22,0,144,45.54,-122.64,OR,23960
97213,1,20,12,44,227,17,1,100,45.53,-122.6,OR,27560
97214,1,62,28,30,178,53,0,300,45.51,-122.64,OR,22140
97215,0,15,14,9,80,10,0,67,45.51,-122.59,OR,15630
97216,0,8,8,30,111,4,0,32,45.51,-122.55,OR,14170
97217,1,30,19,30,77,15,1,88,45.58,-122.7,OR,30000
97218,0,6,11,4,37,10,0,29,45.57,-122.59,OR,13250
97219,0,16,35,59,141,24,0,192,45.45,-122.69,OR,35990
97220,0,11,11,38,150,14,0,65,45.55,-122.56,OR,25320
97221,2,11,9,16,42,5,0,60,45.49,-122.72,OR,11530
97222,0,18,15,45,132,33,0,87,45.44,-122.61,OR,31080
97223,4,20,38,202,238,56,0,345,45.44,-122.76,OR,45050
97224,1,17,18,85,108,31,0,130,45.4,-122.79,OR,32880
97225,1,15,23,75,239,10,0,137,45.49,-122.77,OR,23390
97227,0,14,16,6,85,6,0,69,45.54,-122.67,OR,3450
97228,0,0,0,0,1,0,0,2,45.53,-122.68,OR,383
97229,0,14,38,44,122,22,0,186,45.55,-122.81,OR,62560
97230,1,6,20,36,155,8,0,58,45.54,-122.5,OR,34690
97231,1,4,1,1,6,0,1,14,45.69,-122.82,OR,4080
97232,0,21,24,83,151,37,0,147,45.53,-122.64,OR,11290
97233,0,4,12,25,132,4,0,26,45.51,-122.49,OR,35420
97236,0,7,7,15,88,3,0,30,45.48,-122.51,OR,34490
97238,0,0,0,0,1,0,0,1,45.57,-122.6,OR,482
97239,0,12,28,77,82,19,1,188,45.48,-122.69,OR,14270
97240,0,0,0,1,0,0,0,1,45.5,-122.65,OR,278
97242,0,0,0,0,0,1,0,0,45.48,-122.64,OR,179
97258,0,0,0,21,1,0,0,25,45.51,-122.67,OR,0
97266,0,11,9,34,78,7,0,37,45.48,-122.56,OR,29680
97267,2,7,6,35,104,7,0,59,45.4,-122.61,OR,27830
97268,0,0,0,2,1,0,0,0,45.41,-122.63,OR,849
97269,0,1,0,0,1,0,0,1,45.44,-122.61,OR,760
97280,0,1,0,0,0,0,0,1,45.45,-122.7,OR,776
97281,0,2,0,1,0,0,0,5,45.44,-122.77,OR,976
97282,0,0,1,0,1,0,0,1,45.48,-122.64,OR,405
97283,0,0,0,1,0,0,1,1,45.53,-122.65,OR,426
97290,0,0,1,0,0,1,0,0,45.57,-122.64,OR,970
97291,0,0,0,0,0,0,0,1,45.54,-122.72,OR,295
97292,0,0,1,0,1,0,0,0,45.51,-122.55,OR,1120
97293,0,1,0,1,0,0,0,2,45.51,-122.64,OR,410
97298,0,1,0,0,1,0,0,0,45.5,-122.77,OR,276
97301,9,23,25,133,271,41,1,223,44.95,-123,OR,43720
97302,5,21,25,99,262,14,0,175,44.9,-123.06,OR,34840
97303,4,17,6,50,121,14,2,61,45.01,-123.01,OR,36700
97304,8,4,4,27,70,5,1,69,45.02,-123.11,OR,29030
97305,5,4,7,28,90,4,0,23,45.01,-122.91,OR,39600
97306,6,6,3,19,47,4,0,35,44.84,-123.08,OR,27730
97307,0,3,0,3,0,1,0,0,45.01,-123.01,OR,1372
97308,0,3,1,1,1,0,0,2,44.89,-122.92,OR,953
97309,0,0,0,1,0,1,1,1,44.92,-123.01,OR,1293
97310,0,0,0,0,4,1,0,1,44.91,-123,OR,25
97311,0,0,0,0,0,0,0,1,44.94,-123.02,OR,0
97314,0,1,0,0,0,0,0,0,44.96,-123,OR,0
97317,2,7,1,9,25,0,1,28,44.9,-122.89,OR,20790
97321,4,16,4,61,97,7,0,91,44.62,-123.13,OR,26090
97322,2,7,1,23,53,4,0,24,44.63,-123,OR,30100
97324,3,0,0,0,2,0,1,2,44.35,-123.65,OR,770
97325,4,4,0,1,10,1,0,9,44.82,-122.85,OR,6240
97326,9,0,0,0,0,0,1,1,44.62,-123.6,OR,700
97327,0,1,1,0,5,1,0,6,44.38,-122.94,OR,2630
97329,0,0,0,0,0,0,0,1,44.41,-122.38,OR,91
97330,2,12,18,70,196,24,2,156,44.63,-123.27,OR,31370
97331,0,0,1,0,2,2,0,1,44.56,-123.28,OR,195
97333,11,10,11,11,56,14,0,92,44.46,-123.34,OR,15240
97335,1,0,0,0,0,0,0,0,44.63,-122.89,OR,235
97338,11,8,3,23,71,7,0,26,44.92,-123.34,OR,18310
97339,0,0,0,3,2,1,1,4,44.56,-123.26,OR,1476
97341,3,0,0,1,1,2,0,3,44.81,-124.05,OR,2010
97342,0,2,0,0,0,0,0,1,44.74,-121.88,OR,253
97343,3,0,1,0,0,0,0,0,44.57,-123.75,OR,350
97344,1,0,0,0,0,0,0,0,44.87,-123.46,OR,850
97345,2,0,0,0,1,0,0,0,44.41,-122.58,OR,560
97346,1,1,0,0,0,0,0,0,44.74,-122.39,OR,580
97347,4,0,0,0,1,0,0,0,45.06,-123.65,OR,1540
97348,2,0,1,1,0,1,0,5,44.38,-123.11,OR,1550
97351,4,5,3,6,27,3,0,11,44.83,-123.2,OR,9840
97352,2,0,0,3,3,0,1,7,44.75,-123.04,OR,5690
97355,11,11,3,29,55,10,2,26,44.52,-122.81,OR,25470
97358,4,1,1,0,1,0,1,2,44.82,-122.37,OR,2280
97360,1,1,0,2,3,1,0,2,44.74,-122.48,OR,1940
97361,8,4,5,9,44,1,0,13,44.78,-123.33,OR,8740
97362,1,1,3,4,11,2,0,3,45.06,-122.76,OR,4160
